Date Submitted,Date of Sighting,City,ST,Short Description
12/11/2018,12/10/2018,Hudson, WI,{cak} Shimmering towers with a star like light on the bottom. 4 or 5 floated by 2-4 stationary remained.
12/5/2018,11/29/2018,Algoma, WI,"{jpg} What seemed to be fireworks, turned out to be a questionable object in the sky."
11/30/2018,11/27/2018,knowlton , WI,{tjd} appeared flash then steady moved up down cast light then dissapeared
11/19/2018,11/14/2018,Reedsburg, WI,{rjl} bright white light that changed colors and shapes
11/16/2018,2018-10-00,antigo, WI,{cak} areal observation of several objects i believe to be craft
11/15/2018,11/15/2018,Edgerton, WI,{cak} The flying lights flew across in no particular formation and sped north-west.
11/15/2018,11/15/2018,Edgerton, WI,{cak} Lights coming through a clearing. I have a video so please I quire
11/2/2018,9/8/2018,greendale, WI,{tjd} Happened above house in Greendale WI on Saturday afternoon Sept. 8th 2018
10/21/2018,10/21/2018,Belleville, WI,{cak} Saw very metallic object that remained stationary over corn field at helicopter like altitude. Become rapidly thinner and was gone into thin air.
10/19/2018,10/18/2018,Janesville/Milton, WI,"{rjl} On way to work and saw 2 object flying close by each other side by side, made sudden turn"
9/26/2018,9/21/2018,Maiden Rock, WI,{dr}Bizzare object seen in photo at night
9/21/2018,8/26/2018,Sauk City, WI,"{rjl} Glowing object low in the sky, followed by a flash and a car losing all power"
9/12/2018,9/11/2018,Shopiere, WI,{cak} I have videos. It occurred in my backyard.
9/9/2018,9/8/2018,Bayfield, WI,{cak} Saw flashing green/orange/white light in no particular order stationary over Bayfield in numerous locations SW sky.
8/22/2018,8/21/2018,Farmington, WI,{rjl} Reflective silver which seemed to change shape corresponding with a direction change
8/14/2018,8/12/2018,Mayville, WI,{cak} 2 bright lights slowly tracking across the sky like satellites orbitting the earth together.
8/10/2018,7/30/2018,Muskego, WI,{jpg} Star Changing Shape: Squares Circles Triangles & Symbols
8/6/2018,7/26/2018,Hartford, WI,{jpg} I recorded an object which I thought was a star eject a beam or ship.
8/5/2018,8/4/2018,Mountain, WI,"{jpg} Something told me to look up. I saw a ufo object, we all saw it."
8/5/2018,8/4/2018,Marshall, WI,{jpg} possible abduction
7/30/2018,7/28/2018,Fond du Lac, WI,{rjl} Hovering disc type I believe
7/30/2018,7/29/2018,Black River Falls , WI,"{rjl} While traveling from Owen WI to Wisconsin Dells today 7-29-18 on Cunty Highway E in Black River alls, WS in the Southernr jet fly"
7/29/2018,7/28/2018,Fond du Lac, WI,"{rjl} Fast mover, disappeared at the end into a red type portal"
7/29/2018,7/25/2018,Milwaukee, WI,{rjl} I don't know if this is one but I was taking a picture of 1 or 2 Helicopters.
7/27/2018,7/26/2018,Clintonville, WI,{cak} seen many types ufos over the last 11 months at rural Clintonville Wisconsin dairy farmhouse. Closes ufo landed about 10 feet away from me and stayed for 15 seconds. Other events include seeing various types of craft most often orange egg shaped
7/13/2018,7/10/2018,Sun Prairie, WI,{jpg} Driving Eastbound I-94 around 2PM Large black object hovering turned silvery partially disappearing
7/12/2018,7/5/2018,Gays Millls, WI,{jpg} Saw what appeared to be star structure as large as full moon over treeline on bluff-it went to right got half as small and dimmer
7/7/2018,7/7/2018,Racine, WI,{dr}At least 75 or More fast moving orbs flying in front if the sun
7/4/2018,7/4/2018,Rice Lake, WI,"{dr}Bright Star flew in from south, arced to the east, increased speed"
6/27/2018,6/26/2018,Fridley, MN,"{td} Was out the other night and saw 2 red light in the sky, one made movements, one flashed brightly, then descended. A helicopter then showed up."
6/22/2018,6/21/2018,New Brighten, MN,I lookedup and saw what I first though was a helicopter.Then lights of red shined about it.
6/9/2018,6/8/2018,Eden Prairie, MN,"{jpg} Saw pulsating lights, witnessed them rotate 180 degrees in the air, got very very close"
5/25/2018,5/24/2018,Nowthen (Elk River), MN,"{rjl} Nowthen, MN - Another weird siting"
5/17/2018,5/7/2018,Blooming Prairie , MN,{cak} Almost like a firework but without the explosion
5/16/2018,5/15/2018,Blooming Prairie , MN,{cak} Red blinking light hovers back and forth in sky.
5/10/2018,3/10/2018,Eagan, MN,{td} 2 orbs showed up and chilled high above me for 2 hours
4/29/2018,4/28/2018,Minneapolis, MN,{jpg} Around 9pm I noticed a bright blinking red stationary light in the sky between two buildings. It didn't move for awhile but did notice it would blink on and off between red and green. I used my kodak camera to take a video.
4/27/2018,3/1/2018,Ely, MN,{rjl} Blue orb/strange 'clouds'
4/25/2018,4/23/2018,Bloomington, MN,"{rjl} Saw an amber colored half-moon shaped object that matched the street lights exactly, but was huge!"
4/23/2018,4/21/2018,Sauk Rapids , MN,{rjl} 3 Orange lights or maybe 3 pairs close together flew by at an amazing speed.
4/2/2018,4/2/2018,North St. paul, MN,{jpg} I abruptly saw a very unusual object cross my feild of vision. It was rectangular or even sphere. It made zero sound and was quick. While it was snowing.
3/30/2018,3/27/2018,Brimson, MN,{td} Looked like meteor falling broke into 2 orbs then 4-6 orbs that took off in different paths
3/29/2018,3/28/2018,MN, US,{td} Two lights high above downtown Minneapolis
3/16/2018,3/12/2018,Inver Grove Heights, MN,{cak} Bright orange flashing different colors flying tree level over the Wakota Bridge
2/15/2018,2/14/2018,Duluth, MN,{cak} Two sets of lights were hovering or moving very slowly over the Interstate. They were too low to be a plane and were not blinking.
1/12/2018,1/11/2018,st. Peter, MN,{cak} Saw large object flying above trees in the country side with flashing lights and abnormal flight pattern
1/4/2018,1/3/2018,Brooklyn Park, MN,"{dr}Watched security camera footage, seen bright beam headed down to the ground."
1/3/2018,1/3/2018,unknown, MN,"At 1:38Am on 1/3/18 I observed a cluster of 3 white lights with at least one red light in the eastern sky from my home in Shoreview , MN. Together the lights hovered, wobbled, darted , ascended and descended and gradually moved to the SE. Two beams of lig"
1/1/2018,1/1/2018,Shoreview, MN,"{dr}At 2:10AM on 1/1/2018 I witnessed a peculiar light( cluster of 3 white lights and intermittent red light)from an east facing window in my home. I had my 29 y.o.son watch it with me. We observed for 1/2 hr. hovering,bobbing,zooming, wht./red light."
1/4/2019,12/31/2018,MN, US,{dr}the flying object approached when I was celebrating new years eve. The lights were nearly blinding.
12/28/2018,11/7/2018,duluth minnesota, MN,{tjd} it appeared to be a star at first but came toward me hovered and shut off all lights except3 or 4
12/19/2018,12/14/2018,Cottonwood, MN,{rjl} A white orb followed me home from work one morning and had returned the next day
12/17/2018,11/22/2018,Naytahwaush , MN,{rjl} Low mysterious light changes directions. Took several pictures for over an hour. Several days. Videos too.
12/6/2018,12/6/2018,washington d c, MN,{jpg} dark elipse shaped
11/22/2018,11/22/2018,St. Paul, MN,{rjl} Satelite changing direction
11/18/2018,10/26/2018,Hutchinson , MN,{rjl} Boomerang transparent 3 lighter colored squares on each wing
11/12/2018,11/12/2018,Elk River, MN,{cak} Was playing game on my computer with my window cracked open and was annoyed by a humming buzz. Looked out my window saw a large smooth ship with blinking lights that was too low to the ground to be a plane slowly fly by over the course of 20 seconds
11/10/2018,11/9/2018,Chaska, MN,{dr}Three seperate lights traveling high speed
11/10/2018,11/10/2018,Pipestone, MN,{dr}was outside around 5 am when I noticed a broad V shaped object (similar to a boomerang) upper in the south sky. It was a semi-cloudy morning. The object seemed translucent with no lights. It may have been the sun rise causing this affect. very fast.
11/10/2018,11/9/2018,Woodbury, MN,"{dr}I saw hazy, faint, swirling green light in front of my car as I was driving."
11/10/2018,11/10/2018,Lonsdale, MN,{dr}Black triangle Five dull white lights on under side. Flew silently from NW to SE.
10/29/2018,10/29/2018,Woodbury, MN,{tjd} It was made up of all triangles. Extremely Weird looking.
10/26/2018,10/21/2018,Duluth, MN,"{cak} I didn't see it myself, but noticed a UFO-like object in a photo taken while out hiking"
10/23/2018,10/17/2018,Winona, MN,{cak} Over water directly in one place
10/23/2018,10/22/2018,Glencoe, MN,"{cak} saucer shaped spotted hovering in sky, then vanished"
10/16/2018,10/16/2018,Morris, MN,"{rjl} Saw faint sattellote object travel N to S, then second object,appx.20 secs later follow slightly lower, more bright mostly same direction."
10/6/2018,10/5/2018,Owatonna , MN,"{jpg} Claiming me to be the next Draco Reptilian Queen, and lots of other things"
10/4/2018,10/4/2018,Alborn, MN,{jpg} Three Bright Adjacent Lights in photo
10/1/2018,9/30/2018,Bloomington, MN,"{jpg} a circle of lights, overcast skies (was not the moon shining behind a cloud"
9/19/2018,9/13/2018,MN, US,{rjl} Lizard People
9/15/2018,9/14/2018,Stillwater, MN,"{cak} Mile high in the air, witness watches for approximetly 4 minutes. Then it ascended quickly out of site"
9/13/2018,9/10/2018,Minneapolis , MN,"{cak} Eve of Sept 10, 10;30pm or so. We were going into our back yard when I saw in the sky 3 missled shaped lights, split into two and then one."
9/12/2018,9/7/2018,golden valley, MN,{cak} like a jet without appendages
8/31/2018,8/29/2018,My home, MN,"{td} Saw images on camera, wasn't visible to by eyes."
8/30/2018,8/29/2018,Willmar, MN,{td} Thought it was a start and then moves rapidly and flashed lights and emitted another object
8/30/2018,8/28/2018,Waconia, MN,"{td} Three orbs in triangle pattern, looked about like how satellites look. Multiple other orbs looking simalar gave chase to 3 in triangle pattern"
8/14/2018,7/23/2018,Forest Lake, MN,[cak} THEY ARE CONSISTANTLY SHOWING UP!
8/11/2018,7/31/2018,red wing, MN,"{jpg} it was abpve tree top level across the bay about a mile away, moving about 38/40 mph"
7/27/2018,7/26/2018,Wabasha, MN,{cak} I was taking pics of storm when black round saucer shaped black object appeared stationary then took off N.W
7/20/2018,7/16/2018,Duluth, MN,It seemed to blink out
7/18/2018,7/18/2018,Hibbing, MN,{td} Woke up at 3 AM to see a large object in the sky. Looked like Saturn but very close.
7/18/2018,7/14/2018,Burnville, MN,"Gleaming object very very high up, very slow moving."
7/16/2018,7/3/2018,Inver grove heights, MN,{td} Completely silent 5 witness avid drone pilot not a drone
7/15/2018,7/11/2018,Perham, MN,{td} Appeared as star in daylight remained for two hours till sun set.
7/8/2018,7/8/2018,Nisswa/Lake Shore, MN,{jpg} Still like star then moved across clear sky in about 45 seconds
12/24/2018,11/9/2018,Belfield, ND,{tjd} I witnessed 4-6
9/17/2018,8/15/2018,BELCOURT , ND,{rjl} UFO STAR LIKE LIGHT MOVING THROUGH NORTHEN SKY BEING FOLLOWED BY A MILITARY JET OF SOME KIND.
7/17/2018,7/17/2018,Grand Forks, ND,{td} Looked up and saw lights traveling East to West
7/2/2018,7/1/2018,West Fargo, ND,{d}Metal Orb Floated away from me into storm cloud
6/16/2018,6/15/2018,Bismarck , ND,"{cak} We were traveling eastbound when we saw it in the sky. It didn't move. There were no balloons, no aircraft landing/taking off. Too far away from the airport."
5/6/2018,5/5/2018,Williston , ND,{td} In sky every night
3/16/2018,3/15/2018,Wahpeton, ND,{cak} Light Flew across the Sky
2/11/2018,2/11/2018,Williston, ND,{cak} Kin the sky all the time. -03 appears like the brightest star
1/6/2019,11/10/2018,Sioux Falls, SD,{cak} Mid day high altitude hover over Sioux Falls
10/18/2018,10/12/2018,Yankton, SD,{rjl} Massive sighting of unique ships or stars like ships
9/5/2018,9/4/2018,Custer, SD,{jpg} Very obvious alot of different activity effected temps huge lights ship orbs comet like
6/23/2018,6/23/2018,Yankton, SD,"{rjl} Appeared on security camera at 12:15 a.m., hovering then moved up, showed up again at 12:55 a.m., closer,brighter,"
5/9/2018,5/9/2018,Newell, SD,{td} scary beams
4/30/2018,4/30/2018,Belle fourche, SD,{jpg} It sucked my rabbit it died
4/26/2018,1/5/2018,Newell, SD,I was driving my girl friend home and it flew past me... I shat my pants
1/11/2018,1/10/2018,Vermillion, SD,{cak} It was green but it was there for minutes before it left.
1/10/2019,10/3/2018,KEARNEY, NE,{cak} TRIED TO GET A PIC OF FULL MOON--GOT 15+ MIN IR NIGHT VIDEO OF ORBS FLOATING/FLYING AT AND AROUND ME
11/7/2018,11/7/2018,Omaha, NE,{jpg} Web like silvery shaped pattern flying
11/4/2018,6/10/2018,Plattsmouth, NE,{jpg} burger king parking lot bright beam and apparition sighting
9/16/2018,9/15/2018,Pierce, NE,"Silent Transparent Boomerang shape, Barely visible soft glowing lights (5) similar glowing aura. Fear"
9/4/2018,9/2/2018,Lincoln, NE,{jpg} I did not see it personally - it showed up on an photo
8/30/2018,8/28/2018,Norfolk, NE,"{td} UFOs in Norfolk, NE August 28, 2018 at 8:56 PM CST"
8/24/2018,8/23/2018,Alliance, NE,"{rjl} White, orange colored lights surround a cigar shaped object."
8/17/2018,6/11/2018,Gretna, NE,{cak} object / beam of light coming from the object in the sky
6/29/2018,6/28/2018,Plattsmouth, NE,"{td} I hv a glass metal type globe size of a marble jaw breaker size that's magnetic fields each side of the round object, how's that possible, each side has a positive and negative very magnetized come see it not metal not glass"
6/15/2018,6/2/2018,Alliance, NE,{cak} looked about the size of jupiter in the sky to the right of it about the with of a hand then dimmed like moving away.
4/11/2018,3/30/2018,omaha, NE,{td} I was taking pictures of the passover moon and clicked 4 times within 2 seconds. did not see it with eyes camera cought it.
3/13/2018,3/7/2018,Curtis, NE,"{cak} Looked up and saw floating black object, moving very slowly. Seemed like it was following me."
3/5/2018,3/3/2018,Elkhorn, NE,{jpg} Close encounter of the 3rd kind
3/3/2018,3/2/2018,north platte, NE,{td}object with 4 balls colored red and green
2/18/2018,2/18/2018,Omaha, NE,{rjl} Green ball in sky
12/27/2018,12/10/2018,Mason City, IA,"{tjd} As the rider in our car, I looked east and saw it following us. It turned east then disappeared."
12/24/2018,12/24/2018,Des Moines, IA,{tjd} I saw a bright GREEN baseball sized object ascending in an arc
12/22/2018,12/22/2018,Waukee, IA,{rjl} Witnessed and recorded directional path of orb flying aroundll
11/27/2018,7/20/2018,IA, US,{tjd} I was standing outside and saw an orb that was glowing blue soar past.
10/27/2018,10/24/2018,Davenport , IA,{cak} It was a gold pulsating light moving really fast. Included video
10/12/2018,10/12/2018,Tiffin, IA,{tjd} Went out side saw lights triangle then gone
10/10/2018,8/13/2018,Cedar Falls, IA,"{tjd} Saw 3 vertical lights fly above me on bike ride and disappear as if behind a wall.Very fast, top light was brightest and (still bright) but tapered in brightness level"
9/21/2018,9/20/2018,Murray, IA,"{rjl} Orb different colors, tubular light, straight pole light with circles spaced evenly, image formed in the sky background lightning followed by storm"
8/30/2018,8/30/2018,McClelland , IA,{td} I was photographing the moon & clouds & it was in photo.
8/29/2018,8/29/2018,Leon, IA,{td} Object was in the sky east of house hovering moved south about 1/2 mile then moved back to original location then slowly moved is slowly till I lost site of it.
8/12/2018,8/8/2018,Runnells or Pleasant Hill, IA,{cak} black object that dropped fireballs that faded out
8/6/2018,8/6/2018,Waterloo, IA,{jpg} I was walking my dog at 10pm at night. As I walked down the sidewalk I happened to look in the sky. There was a saucer shaped object in the sky and it was glowing. I was going to take picture with my phone and it left when I tried to take a picture
7/15/2018,7/15/2018,Newton, IA,{td} A shiny object flying through clouds then ascending and disappeared
6/27/2018,6/24/2018,Cedar Falls, IA,{td} Nightly viewing of very faint red dots that move in various paths then disappear.
6/27/2018,6/24/2018,Cedar Falls, IA,{td} Nightly viewing of very faint red dots that move in various paths then disappear.
6/10/2018,5/25/2018,coggon iowa, IA,{cak} watch the lights in the sky
6/9/2018,6/9/2018,Oelwein, IA,{jpg} Black object with red lights flying low not quite a tree top height
6/8/2018,6/7/2018,Burlington, IA,{jpg} Red light caught my eye as I was gazing up b4 getting into vehicle
5/22/2018,5/3/2018,Knoxville, IA,{rjl} I need help please. I woke up as if I had physically just layed down. Unable to move AT ALL to see who/what was in my room w/me. This has brought on flashbacks of similar & more disturbing events. I need help
4/9/2018,3/27/2018,Asbury, IA,{td} Row of red lights that hovered above a tree and then got closer
4/1/2018,3/31/2018,Waterloo, IA,{jpg} A UFO was floating in the business district
3/28/2018,3/28/2018,Waverly, IA,{td} Fast path change
3/18/2018,3/17/2018,Iowa City, IA,{rjl} Black object with glowing white
3/17/2018,2018-02-00,IA, US,{cak} lookzs like a capture rays on a vehicle?
2/2/2018,2/1/2018,Rowan, IA,{td}2 bright pearl like objects vertical to each other
1/30/2018,1/29/2018,Prairie City, IA,{dr}It looked kind of like a marshmallow that was a ball of light
10/13/2018,5/1/2018,Sycamore, IL,{tjd} My father has video I have always believed all of a sudden my parents are interested in ufo s. They showed video fighter jets chashing
9/11/2018,6/30/2018,Chicago, IL,"{cak} It was white, round and had flashing lights around it randomly. It moved slowly headed northwest from southeast. I will attach the video I took."
8/5/2018,4/10/2018,IL, US,{jpg} during flight noticed orb like wavering images..through samsung tablet
6/27/2018,5/22/2018,Hudson, IL,"{td} Two lights appeared out of nowhere, red above green, attached to a vessel that flew towards us then back and then disappeared."
6/21/2018,6/15/2018,Oak Lawn, IL,"{rjl} Saw bright, diamond shape object flying around sky for several minutes."
6/18/2018,6/18/2018,Melrose park, IL,{rjl} Unexplained object that stayed in the air numerous lights pulsating got 20 min of video and still pictures
6/17/2018,6/17/2018,Moro, IL,{rjl} Fiance & I have seen this large light hovering in the same area behind our house on mult nights lately. It stays in the same area but roses and falls beneath the tree line behind our house. It moves slow that it can only be seen by the treeline
6/17/2018,6/16/2018,Chicago, montrose beach,"{rjl} I thought it was a kite but then it was shiny, lead surface, 2 Flying objects .rhey were diamond shaped"
6/17/2018,6/16/2018,South Elgin , IL,{rjl} Saw unidentifiable object fly in a straight line.
6/16/2018,6/7/2018,Chicago, IL,{cak} Not human
6/14/2018,6/14/2018,Lake In the Hills, IL,"{cak} Chevron shaped craft with a large green light on the bottom, swooped down and then back up into sky"
6/9/2018,6/9/2018,South Roxana , IL,{jpg} I looked up and observed the object for approx 20 sec.then grabbed my phone and began recording
6/7/2018,6/6/2018,Joliet, IL,{jpg} Was driving down Ingalls Avenue to go home and noticed a bright red light off in the distance
6/6/2018,6/5/2018,Lake in the Hills, IL,"{jpg}Strange object I was able to photograph in the sky 5th of May 2018 around 9:30 pm in front of my house. This phenomenon looked like a brightly shining star from a distance. The object was rounded up at close range, the surface was not smooth, pink in"
6/6/2018,6/5/2018,Oak lawn, IL,{jpg} 4 dim lights transparent triangle quiet
6/6/2018,6/4/2018,Galesburg , IL,"{jpg} Noticed in a picture {Black elongated object, (djs)}"
6/4/2018,5/30/2018,Pana, IL,"{jpg} I saw two objects in the west, one was triangular and the other was a single light. My son saw them after I called him and he said they were both triangular."
6/1/2018,6/1/2018,Plainfield, IL,{td} Two objects moving overhead to southwest
5/31/2018,5/19/2018,Park Ridge, IL,{td} It was humming like a large jet
5/25/2018,5/24/2018,Joliet, IL,{rjl} Bright light heading towards the Northern Star faded and re-appeared multiple times
5/24/2018,5/24/2018,Chicago, IL,"{rjl} Witnessed Object above cities north side, then object moved above city"
5/23/2018,5/22/2018,Montgomery, IL,{rjl} Multiple white spheres hovering around moon on a crystal clear evening. They appeared and disappeared over seven minutes until they were gone.
5/20/2018,5/18/2018,ElkGrove village, IL,"{rjl} all what you can see in photo, it was 2 of those with distance between each other 1-2 mile."
5/11/2018,5/6/2018,Crete, IL,{td} LOW flying HUGE White fireball traveling E-W 2am Sunday morning (Eta meteor shower weekend) no meteors seen.
4/20/2018,4/19/2018,canton, IL,{cak} It look tall but like a half circle. It was so shinny it looked like it just glowed chrome
4/16/2018,4/7/2018,Rockford, IL,{cak} I was thinking I would really like to see a UFO while reading about CSETI. Something in my mind said
4/5/2018,4/3/2018,Lockport, IL,"{jpg} Noticed out the window, assumed they were planes crossing paths at first. Notice she they weren’t flying, but hovering. The top object acended higher. They both went behind the clouds, then remained in then same spot hovering."
3/30/2018,3/30/2018,Geneva , IL,{td} Bright but slow flash of light - hovering android moves in random directions
3/23/2018,3/16/2018,Johnston City , IL,"{rjl} Starlike object darts in the sky, SE path stops abruptly then moves slowly back and forth with a bright light that grows dim until communicates with me telepathically."
3/22/2018,3/22/2018,Bolingbrook, IL,"{rjl} I noticed this object near the moon, it was moving north/northeast then stopped and started moving south/southeast. It eventually disappeared, it was very slow moving."
3/12/2018,2/10/2018,New lenox, IL,{cak} Sighting of hovering UFO in Bloomingdales IL
3/10/2018,3/10/2018,Roscoe, IL,"{jpg} Lights/orbs hovering, changing direction and disappeared"
3/8/2018,3/7/2018,Anna, IL,{jpg} I noticed a orange light slowly Moving across the sky. It changed course & dissappeared when I tried to photograph it
3/5/2018,3/4/2018,Chicago, IL,{jpg} Drone like ufos hovering around our neighborhood near ohare airport. 4 to five of them getting as low as the tree tops. All coming from the airport we noticed nothing flying into the airport.
3/1/2018,2/26/2018,Union / Woodstock / Cryst, IL,Multiple lights and objects in mchenry county
1/31/2018,1/30/2018,West Union, IL,{td}shiny metal looking and round
1/31/2018,1/31/2018,Calumet City, IL,{td}Hovering transparent triangle shaped object overhead
1/30/2018,1/6/2018,Momence, IL,{dr}My sister happened to see light across the street saw it being strange and started taking pictures.
1/30/2018,1/27/2018,Hamel, IL,"{td}Driving south on I-55 at sunset, saw a dark structured object apparently about cloudheight, hovering to the Southwest."
1/28/2018,1/28/2018,Wilmington, IL,{dr}{td}Completely silent and never flapped membrane like wings once. Glided over my home unnaturally fast.
1/26/2018,1/26/2018,Rockford , IL,"{jpg} Driving down north 2nd, saw object hovering in the sky, at first though it was airplane, followed it and disappeared. Lasted for 10 mins."
1/26/2018,1/22/2018,IL, US,{jpg} Two neon yellow V-shaped objects and two gray disc-shaped objects
1/25/2018,1/6/2018,Momence, IL,{jpg} My sister stood up to get something and looked towards living room and saw lights and started taking pictures.
1/25/2018,1/6/2018,Momence, IL,"{jpg} My sister is up with me in the morning, she happened to look out windowsaw light, and took pictures . She’s never told me right away, it scares her, she’s handicapped and she’s showed me her pictures more recently, So I am sending these photos."
1/21/2018,1/16/2018,chicago, IL,"{jpg} falling green object, maybe like a star, that glowed white"
1/18/2018,1/18/2018,Chicago, IL,{rjl} Found image on Google earthmap located in Chaves County N.M.
1/18/2018,1/13/2018,Cedarville , IL,"{rjl} 3 reflective cigar-shaped objects, sudden vertical descent"
1/16/2018,1/3/2018,Saint Charles, IL,{rjl} I saw a cigar object fly over our building. It had a light at both ends.
1/3/2019,11/3/2018,Winnetka, IL,{dr}Three flying orbs
12/28/2018,12/23/2018,IL, US,{tjd} It was hovering and bright
12/21/2018,11/1/2018,Freeburg, IL,{rjl} Saw ufo on way home. Filmed and witnessed ufo disappear.
12/20/2018,12/4/2018,Highland Park, IL,{rjl} live near Lake Michigan Illinois. I often see orbs of spinning light which sometimes I thought they were planes as planes do fly this area or planets
12/18/2018,12/17/2018,Collinsville, IL,{rjl} Trianglular craft just above tree level traveling west quite slow into st louis region. Very close to see.
12/17/2018,12/15/2018,Carbondale , IL,{rjl} Hovering in the direction of Serious
12/15/2018,12/15/2018,Yorkville, IL,"{cak} Dark craft hovered above me, then lights came on and craft started to fly away east."
12/14/2018,12/13/2018,Albion, IL,{cak} dark rectangular object moving about 50 miles per hour about 200-300 feet above the ground and completely silent as if coasting.
12/12/2018,12/12/2018,St. Jacob, IL,{cak} Object appeared in my headlights looking like a giant walking stick with four legs. It went from the one edge of my headlights to the other edge my headlights in less than a second
12/10/2018,12/10/2018,Princeton, IL,{cak} Bright light rapidly changing direction and altitude for several minutes.
12/2/2018,8/27/2018,Mokena, IL,"{jpg} My wife heard a vertically descending craft making a load humming noise, stop close above our house, then ascend then gone"
11/24/2018,11/23/2018,WHEELING, IL,"{rjl} observed stationary? object just east of I-94 at Dundee Rd, 60090 17:15 CT 11/23/18"
11/8/2018,10/24/2018,Rockford, IL,{jpg} I saw what I thought were two bright strs in the southern sky shortly after sunset. ne of them began to move away from the other. It then suddenly blinked out.
11/6/2018,11/3/2018,Evanston, IL,{jpg} 3 orangish lights in sky hovering and then descending. One or two gave off very large and intermittant trails of sparks like a meteor or comet.
11/3/2018,11/2/2018,Poplar Grove, IL,{tjd} Looked like a small round like cloud moving across sky at high speed. No other clouds were moving. Not a windy day.
10/26/2018,8/24/2018,Claremont, IL,{cak} Took 3 different videos of lights I couldn’t explain what they were!!
10/21/2018,10/14/2018,Blue Island, IL,{cak} Orbs in the sky not man made they disappear suddenly
10/14/2018,10/14/2018,Maywood , IL,{rjl} The light was above the clouds. It was not a nearby business light. It was not an airplane.
10/3/2018,9/21/2018,Olney, IL,{jpg} Pulsating Orange Orb No Sound
9/26/2018,9/25/2018,Chicago , IL,"{dr}Looked like a star! But starting moving from stationary, short crappy video. Ps not a satellite I’ve seen them"
9/24/2018,9/22/2018,casyville, IL,{dr}driving down 157 thu casyville il after 4pm saturday 22nd
9/23/2018,9/23/2018,Northbrook, IL,"{dr}6 objects, seemed way aboce 25.000 ft, flew east to west, hovered for awhile then North"
9/20/2018,9/16/2018,Chicago, IL,{rjl} Object traveling quickly along a path
9/20/2018,9/19/2018,IL, US,{rjl} Two large objects side by side pulsating red/white lights hovered. when 1 moved away lights pulsated faster brighter. One went E the other SE
9/19/2018,9/16/2018,Skokie, IL,{rjl} Green
9/18/2018,9/16/2018,Chicago, IL,{Rjl} Formation of 6 flying lights
9/16/2018,9/14/2018,IL, US,"{rjl} 7 red-orange orbs in Peoria, IL sky on 9/14/18"
9/12/2018,9/12/2018,North Side of Chicago, IL,{cak} Almost vertical lights hovering in the Western sky one or two looked like they were descending.
9/11/2018,9/11/2018,Great Lakes, IL,{cak} 3 bright stationary objects in perfect triangle shape. After 3 min one at a tim just disappeared
9/11/2018,9/11/2018,St. Charles, IL,"{cak} White disc above treeline, descended and then faded away."
8/30/2018,8/10/2018,Tinley Park, IL,{td} Two red lights thar hovered over sameness area. One released small white orbs that disappeared and then they just faded after about 30 minutes
8/26/2018,8/25/2018,Pekin, IL,{td} Object moved to the left slowly then descended quickly then ascended quickly and disappeared
8/20/2018,8/17/2018,IL, US,"{rjl} Seen dark mass in Pic then white line showed up,orbs near sun and black orbs on left in one Pic"
8/17/2018,8/3/2018,tiley park, IL,"{cak} Bright object, no pulsation Followed optically, glide through space W to E...then just disappeared. Close to MDW definitely not a plane."
8/14/2018,7/20/2018,norridge, IL,{cak} sitting looking east-viewing planes coming to O'Hare-noticed object-then viewed it excel up with great speed -then vanish
8/14/2018,8/13/2018,Glen Carbon, IL,{cak} Black pulsating boomerang came from Over the trees covered and left slowly
8/13/2018,8/11/2018,Chicago , IL,{cak} I was in my back yard seen this thing for second with my mother.now i filmed it
8/12/2018,8/12/2018,Godfrey, IL,{cak} It was a cigar-shaped craft with two dim lights on either end. Appeared to be as large as a cruise ship
8/11/2018,8/10/2018,Mokena, IL,{jpg} Two pulsating lights. One Shot what looked like beams at the other. Disappeared then the other left
8/11/2018,8/8/2018,Shelbyville , IL,{jpg} Bright ball of light was floating just a bright light it stopped then when trying to get a picture of wouldn't show up on camera then it slowly floated off
8/9/2018,8/9/2018,Marion, IL,"{jpg} While driving 1 mile from residence, 16 year old son with wife observed object flashing red and green lights. It appeared to be flying too low for it to be aircraft. This area calls for aircraft to be at least 3000 feet."
7/25/2018,7/24/2018,Maryville, IL,{cak} observed two hovering objects in opposite directions from home (USAF Retired)
7/22/2018,7/21/2018,Rochester , IL,"{cak} Object moving what appeared to be 1,000mph at around 45-60 miles in the sky. 90degree turn, stopped immediately for a brief second, then looped in a circle gaining speed, then disappeared."
7/22/2018,7/17/2018,Brookport, IL,"{cak} Seen object in the sky, hear noise, seen object go over trees"
7/22/2018,7/17/2018,Brookport, IL,"{cak} Me & my gf observe bright light in sky, that came down from sky lights then went out it came down hovering 25 feet from ground no sound a spacecraft then took with swish sound"
7/8/2018,7/8/2018,IL, US,{jpg} Yellow-White light hovers in different locations
7/8/2018,7/8/2018,Chicago, IL,{jpg} White green bright lights traveling south
7/8/2018,7/8/2018,Wood Dale, IL,"{jpg} Green fireball almost parallel to horizon. Slight arc, sputtering neon-green trail. Object emitting trail too small to observe."
7/8/2018,7/8/2018,IL, US,{jpg} Green-white light passed overhead
12/24/2018,12/24/2018,Jonesboro, AR,"{tjd} During sunset, was in the clouds."
12/24/2018,12/23/2018,Romance , AR,{tjd} Notice it hovering in air grab phone it took ok
