,Date Submitted,Date of Sighting,City,ST,Short Description
211,1/22/2018,1/20/2018,Waterford works, NJ,{jpg} diamond shape on edge.
212,1/20/2018,1/20/2018,Las Cruces, NM,"{rjl} Triangular shape outline visible, then red orange light turned on, outline no longer visible only red orange light, light dimmed then increased in brightness, then dimmed and was no longer visible"
213,1/21/2018,1/20/2018,Telford , PA,{jpg} The object appeared in my photos at 5:38 then disappears from them by 5:45pm.
214,1/21/2018,1/20/2018,Telford , PA,"{jpg}I photograph cars for a couple fan pages regularly and was doing that with the sunset and came home and saw a object in my shots, a lot of shots I can send, v formation of geese fly between me and object, I didn't notice till after posting on Facebook"
215,1/20/2018,1/20/2018,Austin, TX,{rjl} The lights moved together like it was one unit. It looked to be a triangular shape.
216,1/20/2018,1/20/2018,Pflugerville, TX,{rjl} Flashing lights was really low to the ground it pivoted and change direction moved quickly. The 3 lights moved as one.
217,3/9/2018,1/21/2018,Overgaard, AZ,{jpg} I observed the object from a photo taken months prior and noticed objects in picture that I had not seen since photo was taken. They appear to reflect the Sun which was off to the left and out of picture.
218,1/21/2018,1/21/2018,Jacksonville, FL,{jpg} A flickering bright star like object just hovering towards the West of my location
219,1/23/2018,1/21/2018,Titusville, FL,{jpg} Green glowing light hovering over Titusville by the river. Several days after space x launch.
220,1/21/2018,1/21/2018,Windermere, FL,{jpg} Glowing Orange Sphere Hovering Over Windermere Florida
221,1/26/2018,1/21/2018,Waltham, MA,{jpg} Bright lights flashing hovering
222,2/4/2018,1/21/2018,Prineville, OR,{jpg} blue/green large glowing sphere falling diagonally through the sky
223,1/23/2018,1/21/2018,Orem, UT,{jpg} Saw two different crafts within 30 min.
224,1/28/2018,1/21/2018,Kent, WA,"{dr}Taking photos of a rare double rainbow, object appears in 2 photos and odd streaks in other photos."
225,1/22/2018,1/22/2018,Arkadelphia , AR,{jpg} Bright reflective UFO
226,1/23/2018,1/22/2018,Antioch, CA,"{jpg} traveling east bound Hwy 4 about 21:10 saw what I thought was a large plane and when pointed out to my wife she said it just hovering. I looked back over head and saw a large black Triangle with a white light at each point, leading light was flashing"
227,1/23/2018,1/22/2018,Claremont, CA,{jpg} Metallic object shaped like the letter A. Two big lights/thrusters/Plasma lights on bottom. Hoovering then floating away eastward
228,2/16/2018,1/22/2018,Culver City, CA,"{cak} Star like light during day flies in, hovers, then changes directions, and disappears"
229,9/15/2018,1/22/2018,San Leandro, CA,"{cak} addendum to Jan 22, 2018 sighting Antioch Calif"
230,1/22/2018,1/22/2018,Sanford, FL,{jpg} Orange glowing ball moving through clouds.
231,1/24/2018,1/22/2018,Oklahoma City, OK,{jpg} Shimmering triangle with hard-edges patterns titled slowly forward then twinkled brightly and vanished.
232,1/23/2018,1/23/2018,Warrior, AL,"{jpg} An object appeared as a star but started moving and traveled south, occasionally disappearing and reappearing"
233,1/23/2018,1/23/2018,Pine Bluff, AR,{jpg} Object Moved Slowly Than Hovered
234,2/1/2018,1/23/2018,Quartzite, AZ,{td}A spherical object which appears to be projecting a multicolored light. Appeared in a photo I took of the ISS passing overhead.
235,1/24/2018,1/23/2018,Victorville, CA,"{jpg} solid copper light traveling from east to west, dimmed and flashed twice"
236,1/24/2018,1/23/2018,Littleton, CO,{jpg} I first saw it and it looks like a line of lights and one light brighter than the rest of them and it kind a move long toward South Southwest. It was hovering and the lights were just Chynna go on they look strange that's what caught my eye about I
237,1/23/2018,1/23/2018,Fort Myers Beach, FL,{jpg} Two pulsating/glowing orbs moved close to one another. One blinking the other emitting amber beams of light. Then they separated quickly and vanished.
238,1/23/2018,1/23/2018,Augusta, GA,{jpg} Trail of sequential lights blinking up to at least six (6) times before disappearing.
239,1/24/2018,1/23/2018,Metairie , LA,{jpg} Glowing orange/red anomaly in sky above the moon
240,1/24/2018,1/23/2018,New York, NJ,{jpg} UFO over Hudson River
241,1/29/2018,1/24/2018,Fayetteville, AR,{dr}Very bright light stationery for 20 minuets
242,1/24/2018,1/24/2018,Pine Bluff, AR,{jpg} Witnessed The Same Object Again on the 23 January 2018 - What is it?
243,11/21/2018,1/24/2018,Florence, AZ,"{rjl} Saw a bar of 6 lights in the night sky turn on and off one at a time, about three times then disappeared"
244,5/18/2018,1/24/2018,Tucson, AZ,{cak} 2 solid bright white lights
245,3/1/2018,1/24/2018,Lakewood, CA,{td}I got to work at home and when I got out of the car I saw a light in the sky and I started to record it
246,2/22/2018,1/24/2018,Long Beach, CA,{rjl} get off the car and look at the sky and there was a bright object
247,1/24/2018,1/24/2018,Menifee, CA,{jpg} 25 +/- dull white orbs hovered then left to high altitude out of sight
248,1/24/2018,1/24/2018,Gainesville, FL,"{jpg} It looked jagged and spikey, hovered and moved around like a leaf. Turned translucent at last night."
249,1/25/2018,1/24/2018,Vero Beach , FL,{jpg} 4 Round objects become 3
250,1/24/2018,1/24/2018,Oscoda, MI,{jpg} Bright lights caught on traffic camera
251,1/25/2018,1/24/2018,Washburn, MO,{jpg} black circle seeming to possibly be in distress
252,1/25/2018,1/24/2018,Great Falls, MT,{jpg} black shape sphere like over 1/2 acre in size by AF security police who were 2 miles away
253,1/25/2018,1/24/2018,Espanola, NM,{jpg} It came from the south to north descending and turned while descending West until it landed I guess I lost view once it went behind the Walgreens building
254,11/19/2018,1/24/2018,Lancaster, PA,{rjl} I just saw something weird then took a picture
255,1/26/2018,1/24/2018,Surfside Beach, SC,{jpg} UFO was seen in the pictures we took of the sunset. We didn't see it live only after we examined pictures.
256,2/8/2018,1/24/2018,Cotulla, TX,{jpg} Bright orange light split into 4 and chased each other.
257,1/30/2018,1/24/2018,Nederland, TX,{td}Orbs and winged entities zipping and dashing all around. Objects are crystal clear when watched frame by frame
258,2/12/2018,1/25/2018,FAYETTEVILLE, AR,"{cak} OBJECT HOVERED OVER RESIDENTIAL AREA THEN CROSSED ROAD, STAYED LOW, AND FOLLOWED ALONGSIDE MY CAR FOR 1-2 MINUTES BEFORE DISAPPEARING. SEEN AGAIN 5 MINUTES LATER HOVERING HIGH ABOVE ELECTRICAL TOWERS"
259,1/25/2018,1/25/2018,CUPERTINO, CA,"{jpg} Star-like object flying in straight line slows, moves around, then becomes stationary. Dim objects coming and going from object."
260,1/16/2019,1/25/2018,Sarasota, FL,{rjl} Several rotating/spinning objects near sun reflecting the sun. Caught by accident when recording in slow motion chem trails.
261,1/25/2018,1/25/2018,Canonsburg, KY,"{jpg} Drove down ordinarily secluded dark road, and witnessed amazingly bright lights omitted from hovering silent aircraft larger than commercial airliner."
262,1/26/2018,1/25/2018,Maryland Heights, MO,{jpg} The formation had 4 bright lights in a perfectly straight line.
263,1/26/2018,1/25/2018,Charlotte , NC,{jpg} Flat to chevron shaped object with foggy atmosphere  around it. It made a directional change then proceeded NW.
264,2/8/2018,1/25/2018,Manchester, NJ,"{jpg} White constellation-like dots (several) moving in one direction. Barely visible to the naked eye., flew around each other as well. I noticed it was while walking dog and staring at hawk in sky"
265,1/26/2018,1/25/2018,Antlers, OK,{jpg} bright quite moving very fast not airplane or military jet way to fast
266,1/25/2018,1/25/2018,Tulsa, OK,{jpg} Yellow Orb Over Downtown Tulsa
267,1/25/2018,1/25/2018,Fort Worth, TX,"{jpg} I have hundreds of pics, I saw the netting and green on another day, look closely at oval"
268,1/27/2018,1/26/2018,Campbell , CA,{jpg} 2nd Sighting of Pulsating Red Orb
269,3/5/2018,1/26/2018,Orlando, FL,{jpg} I was taking pictures as driving in Orlando of Magic Mountain and did not witness these in the air. Did not look at my vacation pictures until 2 days ago and saw this on my camera. I did not see anything in the sky at the time
270,1/26/2018,1/26/2018,Tampa, FL,{jpg} Flew Above Tree Then instantly accelerated to about Mach 3
271,1/26/2018,1/26/2018,Rockford , IL,"{jpg} Driving down north 2nd, saw object hovering in the sky, at first though it was airplane, followed it and disappeared. Lasted for 10 mins."
272,7/23/2018,1/26/2018,Dearborn heights, MI,{cak} Photo taken in the sky I did not encounter anything {beautiful rainbow looking thing ()}.
273,1/29/2018,1/26/2018,Catawba Island , OH,{dr}Glowing Orb - No Noise - Changes Direction
274,1/26/2018,1/26/2018,Litchfield, OH,"{jpg} Large star looking object. Bright white light, northeast corner of the sky headed north. Slowly got dimmer. Then headed east and slowly faded away into a red dot."
275,1/27/2018,1/26/2018,Trout run, PA,"{jpg} 1/26/18 3:17 pm just about 10 miles North of Williamsport, PA. Chem trails are not the item am bring up. Zoom in, two small lights going up to the big item. Pics are split second apart. Next pic two lights are going into the big items."
276,1/26/2018,1/26/2018,LaFollette, TN,"{jpg} A flash like fire then a distorted black , a different black than the night sky moving with no sound"
277,1/26/2018,1/26/2018,Springfield, VA,"{jpg} Black triangle with white lights at the corners and a red light in the middle, silent."
278,6/15/2018,1/27/2018,Mayor, AZ,{cak} 4 bright lights on plane and the other huge ship heading in the sunset
279,1/30/2018,1/27/2018,Hamel, IL,"{td}Driving south on I-55 at sunset, saw a dark structured object apparently about cloud height, hovering to the Southwest."
280,2/3/2018,1/27/2018,Connersville, IN,{td}Fireball size of the moon.. dropped slowly.. went to the left at a 90 then morphed space disappeared
281,1/27/2018,1/27/2018,Evansville, IN,{jpg} Had a close encounter with 4 separate pairs of Ufos flying by in close proximity
282,1/27/2018,1/27/2018,Evansville, IN,{jpg} Close encounter with an 8 ufo fly by
283,1/27/2018,1/27/2018,Lake Arthur, LA,{jpg} Took pictures of object hovering in the sky
284,1/27/2018,1/27/2018,Shreveport, LA,"{jpg} it was in the clouds appeared, disappeared then reappeared."
285,1/29/2018,1/27/2018,Bensalem, PA,{dr}At least 50 plus objects flying from East to west. The event took over 15 minutes
286,3/22/2018,1/27/2018,Marysville , WA,{rjl} Marysville Washington single-engine plane disappears behind trees reappears as orb find alien in backyard
287,1/28/2018,1/28/2018,Tyronza , AR,"{dr}I saw a large, silent, slow moving triangular aircraft with three lights and a red pulsating light in the middle."
288,1/29/2018,1/28/2018,Sacramento, CA,{dr}Boomerang shaped
289,1/30/2018,1/28/2018,Miami, FL,Carnival event Miami's shores any sty Rosen Catholic Church
290,1/28/2018,1/28/2018,Wilmington, IL,{dr}{td}Completely silent and never flapped membrane like wings once. Glided over my home unnaturally fast.
291,4/1/2018,1/28/2018,Traverse City , MI,{jpg} Showed up in photo [object with beams to ground ()].
292,1/28/2018,1/28/2018,Sapulpa, OK,{dr}{td}One outside smoke a cigarette and seen this multi-colored orb flashing all different colors is it flew side to side but wobbling like top
293,1/29/2018,1/28/2018,Eugene, OR,{dr}Wife and I watched two lights in the trees one shot in the air the other just still sat there until a plane flashed it's lights at it and then it dimmed it's lights and shot straight up
294,1/28/2018,1/28/2018,Buffalo Mills, PA,{dr}double triangle shape red white lights south to east silent fast saw from front deck low clouds disappeared over mountain
295,1/29/2018,1/28/2018,Lopez, PA,{dr}As shown in pic and video sound is from waterfall we were visiting.
296,4/1/2018,1/29/2018,Farmington , AR,{jpg} Mufon file 91139 additional image of white cylinders
297,3/31/2018,1/29/2018,Farmington , AR,"{td} While Piloting aircraft at 10,000 ft observed two separate contrails emitted in pulses from 2 small blunt highly reflective cylindrical objects"
298,1/29/2018,1/29/2018,Buckeye, AZ,{dr}Alien brain matter
299,1/29/2018,1/29/2018,Peoria, AZ,{dr}8 lights or so blinking some pulsating then craft shrunk and descended.
300,1/29/2018,1/29/2018,sun city west, AZ,{dr}about 6 7 objects.4or5 bright lights straight row each object flashing all off and on forming a straight line and triangle shapes
301,1/30/2018,1/29/2018,Mims, FL,{td}foot print left in soil.
302,1/30/2018,1/29/2018,Prairie City, IA,{dr}It looked kind of like a marshmallow that was a ball of light
303,1/29/2018,1/29/2018,Clinton, MS,"{dr}Saw a star-like light far away, circle/ringed shaped, slowly went up and seemed to disappear"
304,5/19/2018,1/29/2018,Phoenixville, PA,"cak} I witnessed a black triangle over my house, a friend saw the same thing over a nuclear power plant"
305,2/13/2018,1/29/2018,Weatherford, TX,{cak} Top shaped craft with pulsating lights that seamed to slowly changed color that zigzagged then hovered with looked like a beam of smaller orbs dispersed from the bottom of craft or object.
306,1/30/2018,1/30/2018,Tallahassee , AL,{dr}Drone camera captured something large hiding in light from the sun
307,1/31/2018,1/30/2018,Thatcher, AZ,"{dr}The object looked like the moon except bigger and a little out of focus. It moved behind Mt. Graham at 6:00 still looking like a full moon. On 1-31-2018, I looked at the eclipsed moon but it did not go behind the mountain until 6:40."
